0	667
0	904
0	766
0	802
0	140
0	458
0	266
0	112
0	174
0	474
0	172
0	95
0	408
0	596
0	65
0	129
0	665
1	451
1	236
1	484
1	277
1	129
1	55
1	478
1	316
1	765
1	63
1	766
1	29
1	951
1	238
1	149
1	343
1	645
1	467
1	458
1	156
1	351
1	813
2	351
2	491
2	328
2	132
2	784
2	982
2	171
2	509
2	595
2	5
2	858
2	680
2	198
2	588
2	226
2	710
2	275
2	938
2	862
2	546
2	117
2	752
3	545
3	595
3	117
3	866
3	583
3	244
3	4
3	408
3	648
3	121
3	5
3	755
3	877
3	434
4	984
4	191
4	367
4	230
4	378
4	781
4	830
4	974
4	361
4	621
4	220
4	183
4	257
4	545
4	706
4	985
4	857
5	443
5	388
5	960
5	784
5	391
5	395
5	110
5	506
5	544
5	194
5	685
5	215
5	242
5	138
5	161
5	41
5	478
5	339
5	633
5	612
5	572
5	69
6	266
6	967
6	511
6	487
6	26
6	819
6	484
6	756
6	856
6	693
6	952
6	497
6	874
6	642
6	313
6	77
6	352
6	436
6	414
6	949
6	244
6	624
6	765
6	868
6	331
7	647
7	409
7	426
7	725
7	214
7	899
7	633
7	230
7	469
7	755
7	508
7	361
7	250
7	643
8	828
8	502
8	542
8	482
8	836
8	762
8	856
8	899
8	840
8	742
8	225
8	172
8	809
8	484
8	361
8	297
9	206
9	51
9	331
9	613
9	83
9	508
9	695
9	931
9	95
9	101
9	19
9	905
9	325
9	207
9	420
9	50
9	243
9	522
9	523
9	971
9	285
9	550
9	64
9	232
10	124
10	574
10	596
10	619
10	223
10	69
10	871
10	340
10	375
10	46
10	463
10	154
10	660
10	827
10	412
10	810
10	392
10	348
10	61
10	479
10	461
10	362
10	198
10	739
11	498
11	536
11	332
11	346
11	887
11	487
11	993
11	23
11	751
11	207
11	589
11	894
11	979
11	736
11	702
11	170
11	568
12	55
12	378
12	885
12	527
12	282
12	664
12	66
12	762
12	136
12	517
12	50
12	473
12	131
12	361
12	266
12	565
12	788
12	524
12	326
12	838
12	653
12	160
13	784
13	875
13	78
13	82
13	751
13	225
13	310
13	965
13	922
13	345
13	207
13	513
13	768
13	361
13	769
14	767
14	357
14	807
14	885
14	548
14	170
14	280
14	128
14	635
14	102
14	751
14	974
14	836
14	493
14	220
14	79
14	411
14	325
14	161
14	194
14	204
14	882
15	768
15	715
15	633
15	932
15	885
15	675
15	698
15	102
15	738
15	307
15	563
15	961
15	59
15	913
16	869
16	305
16	419
16	266
16	472
16	29
16	839
16	494
16	265
16	528
16	564
16	925
16	929
16	674
16	109
17	213
17	537
17	333
17	173
17	36
17	51
17	515
17	846
17	633
17	711
17	205
17	460
17	476
17	644
17	767
17	262
17	264
18	421
18	382
18	63
18	258
18	82
18	890
18	741
18	313
18	292
18	909
18	943
18	147
18	939
18	207
18	288
18	400
18	713
18	798
18	393
18	832
18	173
18	703
19	455
19	87
19	146
19	628
19	439
19	523
19	844
19	435
19	148
19	512
19	737
19	309
19	825
19	469
19	481
20	826
20	744
20	604
20	665
20	244
20	903
20	479
20	917
20	637
20	232
20	407
20	332
20	91
20	975
20	264
20	838
20	883
20	61
20	99
21	665
21	285
21	390
21	810
21	498
21	700
21	90
21	135
21	589
21	153
21	588
21	195
21	570
21	612
21	815
21	766
21	363
21	816
21	231
21	222
21	895
21	328
21	728
22	163
22	114
22	767
22	96
22	409
22	250
22	678
22	64
22	890
22	888
22	360
22	829
22	849
22	836
22	537
22	107
22	754
22	887
22	995
22	193
22	926
22	339
22	375
22	759
22	787
22	703
22	813
22	628
22	861
22	437
22	600
23	114
23	396
23	61
23	56
23	453
23	391
23	505
23	870
23	643
23	669
23	939
23	997
23	884
23	852
23	923
23	162
23	781
23	209
23	942
23	414
23	965
23	865
24	549
24	448
24	407
24	621
24	538
24	486
24	973
24	294
24	267
24	266
24	481
24	934
24	508
24	960
24	292
24	253
24	809
24	217
24	912
24	387
24	61
24	609
24	541
24	118
24	248
24	720
25	483
